province;red;green;blue;x;x
902;151;162;195;saenome;x
903;251;162;195;cainnia;x
904;85;64;72;cealldohnia;x
905;185;64;72;tereamhnia;x
906;185;164;72;nameinia;x
907;185;164;172;aerishia;x
908;244;164;172;aimirinia;x
909;70;66;47;tero_noria;x
910;170;66;47;shana_laia;x
911;170;166;47;soraine;x
912;170;166;147;amayeal;x
913;170;166;247;fenangia;x
914;11;21;1;aerneis;x
915;111;21;1;aelirin;x
916;111;121;1;donenna;x
917;111;121;100;eorendia;x
918;211;121;100;kolinita;x
919;51;40;38;morovia;x
920;151;40;38;siberia;x
921;151;140;38;leenonia;x
922;151;140;138;terania;x
923;251;140;138;aestonora;x
924;180;79;61;deiraigen;x
925;180;179;61;terania_soralia;x
926;180;179;161;finania;x
927;244;179;161;finnenia;x
928;63;45;41;aerangia;x
929;163;45;41;taeruioa;x
930;163;145;41;aiyaenon;x
931;163;145;141;maevilin;x
932;163;145;241;caelaelah;x
933;62;54;95;phoenix_mountains;x
934;162;154;95;aerann_gelanoia;x
935;162;154;195;aestoisia;x
936;162;254;195;tearita;x
937;11;254;195;ritis;x
938;45;83;74;breovia;x
939;145;83;74;toyemore;x
940;145;183;74;sagenia;x
941;145;183;174;costia;x
942;245;183;174;iveania;x
943;34;65;57;isakaria;x
944;134;65;57;ikaria;x
945;134;165;57;daceterria;x
946;134;165;157;itrudalia;x
947;234;165;157;apacaea;x
948;36;39;88;iphoburia;x
949;136;39;88;adrruearia;x
950;136;139;88;gera;x
951;136;139;188;vamor;x
952;236;139;188;dugaria;x
953;107;82;94;stotraenia;x
954;207;82;94;aphaiyonia;x
955;207;182;94;cririnia;x
956;207;182;194;gaitadalia;x
957;70;33;51;chacria;x
958;170;33;51;opeofado;x
959;170;133;51;ogucia;x
960;170;133;151;izuhania;x
961;62;41;97;vaedia;x
962;162;41;97;obiston;x
963;162;141;97;stacaila;x
964;162;141;197;xiratopia;x
965;162;241;197;echeryn;x
966;18;104;57;letis;x
967;118;104;57;etraira;x
968;118;204;57;itrosso;x
969;118;204;157;ipaqupis;x
970;218;204;157;zaista;x
971;53;102;162;thezaikya;x
972;153;102;162;budamin;x
973;153;202;162;iphivaria;x
974;153;202;202;hoston;x
975;253;202;202;kidal;x
976;99;29;29;khalyra;x
977;199;29;29;talus;x
978;199;129;29;aesozzaivia;x
979;199;129;129;pril;x
980;199;229;129;caibe;x
981;92;71;40;ovruria;x
982;192;71;40;crowania;x
983;192;171;40;aikregitha;x
984;192;171;140;garis;x
985;192;171;240;bredia;x
986;28;43;58;nouria;x
987;128;43;58;aibrenad;x
988;128;143;58;phaicruti;x
989;128;143;158;qibia;x
990;228;143;158;aeyurire;x
991;46;18;22;erugary;x
992;146;18;22;aediria;x
993;146;118;22;yuigevaria;x
994;146;118;122;dedaris;x
995;146;118;222;kegen_donoa;x
996;15;38;177;lake_sia;x
997;80;79;61;hateine;x
998;162;54;95;amaelahia;x
999;55;54;95;amaelahia;x
1000;12;36;164;brimvind;x
1001;112;36;164;fjelheim;x
1002;112;136;164;urthala;x
1003;212;136;164;vastra_norn;x
1004;212;236;164;hegelmark;x
1005;5;15;133;alsund;x
1006;105;15;133;yggdal;x
1007;105;115;133;barrskog;x
1008;105;115;233;torvland;x
1009;205;115;233;isford;x
1010;24;115;13;svartholm;x
1011;124;115;13;runheim;x
1012;124;215;13;skogarlund;x
1013;124;215;113;forstford;x
1014;124;215;213;drakasen;x
1015;68;147;42;nurdlund;x
1016;168;147;42;ymsivk;x
1017;168;247;42;salkust;x
1018;168;247;142;stenfjell;x
1019;168;247;242;eldmoor;x
1020;54;34;242;vinterdal;x
1021;154;34;242;urvald;x
1022;154;134;242;mangard;x
1023;254;134;242;fornstadt;x
1024;254;234;242;hasvkront;x
1025;78;34;64;nattmark;x
1026;178;34;64;avdal;x
1027;178;134;64;alvriket;x
1028;178;134;164;norrskog;x
1029;178;234;164;tundravall;x
1030;41;91;21;rovmark;x
1031;141;91;21;manestrak;x
1032;141;191;21;skuggsate;x
1033;141;191;121;asland;x
1034;55;172;244;sjoskog;x
1035;155;172;244;vildmark;x
1036;255;172;244;vagaskal;x
1037;255;210;211;western_swamps;x
1038;155;210;211;eastern_swamps;x
1039;34;44;134;isenmark;x
1040;134;44;134;Thulelund;x
1041;134;144;134;Runenfjell;x
1042;134;144;234;Urholt;x
1043;234;144;234;Yggdalen;x
1044;236;31;36;Vildland;x
1045;236;131;36;Eldmark;x
1046;236;131;136;Frostheim;x
1047;136;131;136;Havsnor;x
1048;136;231;136;Qaanaaq;x
1049;87;23;16;Ilulissat;x
1050;187;23;16;Nuuk;x
1051;187;123;16;Kangerlussuaq;x
1052;187;123;116;Uummannaq;x
1053;187;123;216;Sisimiut;x
1054;36;99;78;Tasiilaq;x
1055;136;99;78;Maniitsoq;x
1056;136;199;78;Aasiaat;x
1057;136;199;178;Ittoqqortoormiit;x
1058;236;199;178;Kulusuk;x
1059;114;24;4;Qeqertarsuaq;x
1060;214;24;4;Narsaq;x
1061;214;124;4;Qaarsut;x
1062;214;124;104;Upernavik;x
1063;214;224;104;Qaqortoq;x
1064;47;87;97;Nanortalik;x
1065;147;87;97;Paamiut;x
1066;147;187;97;Uummannaq;x
1067;147;187;197;Kangaatsiaq;x
1068;247;187;197;Qasigiannguit;x
1069;57;61;83;Ammassalik;x
1070;157;61;83;Kullorsuaq;x
1071;157;161;83;Qeqqata;x
1072;157;161;183;Avanersuaq;x
1073;255;161;183;Kujalleq;x
1074;78;74;76;Qeqertalik;x
1075;178;74;76;Illoqqortoormiut;x
1076;178;174;76;Sermersooq;x
1077;178;174;176;Tunu;x
1078;240;174;176;Kujataa;x
1079;101;128;118;Ogebin;x
1080;201;128;118;Frozen Plain;x
1081;201;228;118;Dagoska;x
1082;101;228;118;Heland;x
1083;101;228;218;Eastern Crossing;x
1084;113;100;135;Cold Spring;x
1085;213;100;135;Westpoint;x
1086;213;200;135;Black Forrest;x
1087;213;200;235;Mist;x
1088;113;200;235;Tagebin;x
1089;174;175;186;Oreks Grave;x
1090;240;175;186;Wolvwood;x
1091;240;75;186;Hot Spring;x
1092;240;75;86;White Country;x
1093;140;75;86;White Forrest;x
1094;23;74;85;Losnach;x
1095;123;74;85;Kratin;x
1096;123;174;85;Meron;x
1097;123;174;185;Doragan;x
1098;223;174;185;Godmen;x
1099;43;18;100;Ladan;x
1100;143;18;100;Zako;x
1101;143;118;100;Tofen;x
1102;143;118;200;Krake;x
1103;43;118;200;Nowen;x
1104;126;70;108;Marian;x
1105;126;170;108;Maeven Road;x
1106;126;170;208;Last Edict;x
1107;226;170;208;Eastern Passaway;x
1108;226;170;108;Sawa;x
1109;90;107;49;Last Land;x
1110;190;107;49;Skaran Tundra;x
1111;190;107;149;Masson;x
1112;190;207;149;Seel;x
1113;90;207;149;Nate;x
1114;109;94;101;Great Flat;x
1115;209;94;101;Bosson;x
1116;209;194;101;Heawe;x
1117;209;194;201;Erri;x
1118;109;194;201;Elbe;x
1119;70;79;85;Aue;x
1120;170;79;85;Donuva;x
1121;170;179;85;Wesser;x
1122;170;179;185;Alte;x
1123;70;179;185;Weber;x
1124;16;28;184;lake_upper;x
1125;16;28;185;lake_ogebiner_mare;x
1126;16;28;186;lake_white_lake;x
1127;16;28;187;lake_crotten;x
1128;59;95;97;ellemera_island;x
1129;159;95;97;Merensuu;x
1130;159;195;97;Jäälahti;x
1131;159;195;197;Vedenkylä;x
1132;159;195;9;Meriahven;x
1133;62;94;75;Kalloniemi;x
1134;162;94;75;Rantasalmi;x
1135;162;194;75;Lainekaari;x
1136;162;194;175;Satamalahti;x
1137;62;194;175;Kalalahden;x
1138;56;17;39;Sinimeri;x
1139;156;17;39;Tuulensuu;x
1140;156;117;39;Jäävuorimaa;x
1141;156;117;139;Lumivaara;x
1142;156;117;239;Kylmäkukkula;x
1143;51;44;65;Vuorijää;x
1144;151;44;65;Pakkasvuori;x
1145;151;144;65;Talvimetsä;x
1146;151;144;165;Jäätikkömaa;x
1147;51;144;165;Kivikylmä;x
1148;21;68;37;Huippuvuori;x
1149;121;68;37;Pakkasmetsä;x
1150;121;68;137;Huurtomaa;x
1151;121;168;137;Pohjanvuori;x
1152;221;168;137;Kivijäätikkö;x
1153;119;37;4;Lumikansi;x
1154;219;37;4;Talvirinne;x
1155;219;137;4;Jäähuippu;x
1156;219;137;104;Pakkastalvi;x
1157;75;31;14;Vuorenselkä;x
1158;175;31;14;Thorrin Linna;x
1159;175;131;14;Jääpolku;x
1160;175;131;114;Havumetsä;x
1161;175;231;114;Koivulehto;x
1162;134;28;150;Kuusikkola;x
1163;234;28;150;Lehtimetsä;x
1164;234;128;150;Mäntykangas;x
1165;234;228;150;Sammalrinne;x
1166;234;228;250;Tunturimetsä;x
1167;46;28;94;Varjomaa;x
1168;146;28;94;Hiljaisuusmetsä;x
1169;146;128;94;Linnunlaulu;x
1170;146;128;194;Kirkasvesi;x
1171;162;176;236;berry_bay;x
1172;212;176;236;north_passage;x
1173;212;206;236;sea_of_ice;x
1174;212;206;206;skull_passage;x
1175;112;206;206;ellemsere_grave;x
1176;112;106;206;kajos_bay;x
1177;112;106;106;last_sea;x
1178;12;106;106;far_sight_sea;x
1179;12;6;106;bells_end;x
1180;12;6;6;johann_sea;x
1181;192;6;6;Twilight_Ocean;x
1182;192;56;6;Veil_of_Mists;x
1183;192;56;96;coast_of_roh;x
1184;122;56;96;forgotten_deep;x
1185;122;126;96;sunken_realm;x
1186;222;126;96;terebithian_corssing;x
1187;222;226;96;eldirtch_sea;x
1188;222;226;126;storm_passage;x
1189;5;226;126;coast_of_beere;x
1190;5;39;126;qamarine;x
1191;5;39;14;theosta;x
1192;75;39;14;the_veil;x
1193;243;118;118;talio;x
1194;143;118;118;cieno;x
1195;143;218;118;tallago;x
1196;143;218;218;rieven_heights;x
1197;243;218;218;leferen;x
1198;114;12;12;renen;x
1199;14;12;12;karvach;x
1200;14;112;12;high_temple;x
1201;14;112;112;halla;x
1202;13;51;65;lonhonian_plateau;x
1203;113;51;65;vericci;x
1204;113;151;65;lonhonian_northern_plateau;x
1205;113;151;165;frozen_throne;x
1206;213;151;165;fire_throne;x
1207;99;9;30;malinda_valley;x
1208;199;9;30;upper_malinda_valley;x
1209;199;109;30;longjon_glacier;x
1210;199;109;130;patalan_pass;x
1211;57;103;166;tianlong_shan;x
1212;255;103;166;Fenghuang_Ling;x
1213;255;203;166;Qinglong_Shan;x
1214;255;203;255;Yunhai_Ling;x
1215;24;82;62;Huo _Feng ;x
1216;124;82;62;Mingsheng_Ling;x
1217;124;182;62;Mingsheng_Shan;x
1218;104;80;64;Jiulong_Shan;x
1219;204;80;64;Shizuku_Taki;x
1220;204;180;64;Baimu_Feng;x
1221;204;180;164;Shuangying_Shan;x
1222;104;180;164;Lushui_Ling;x
1223;208;171;44;Xuehua_Shang;x
1224;108;171;44;Hongye_ling;x
1225;108;171;144;ganchin_pass;x
1226;208;171;144;high_harrow;x
1227;65;17;130;Xuehua_Shan;x
1228;165;17;130;Hongye_ling;x
1229;165;117;130;Longmen_Daixa;x
1230;245;117;130;phoenix_pass;x
1231;46;19;33;zhenying;x
1232;146;19;33;huangshan;x
1233;146;119;33;yhinghua;x
1234;146;119;133;qinchen;x
1235;246;219;133;fenlong;x
1236;76;32;131;tianyu;x
1237;176;32;131;baihu;x
1238;176;132;131;guo;x
1239;176;232;131;xinyang;x
1240;176;232;231;lao;x
1241;118;25;84;lao;x
1242;118;125;84;ronguang;x
1243;118;125;184;lanhua;x
1244;218;125;184;mofeng;x
1245;218;225;184;cangai;x
1246;36;35;44;huango;x
1247;136;35;44;shantan;x
1248;136;135;44;wuseng;x
1249;136;135;144;yushan;x
1250;83;26;31;zusha;x
1251;183;26;31;zusha_di;x
1252;183;126;31;jeiton_di;x
1253;183;126;131;cinnoba;x
1254;183;126;231;sisi_di;x
1255;120;176;125;guo_si_di;x
1256;220;176;125;antan;x
1257;220;176;225;satere;x
1258;220;76;225;korna;x
1259;220;76;125;hangai;x
1260;128;126;114;qinlu_di;x
1261;228;126;114;qinghzu;x
1262;228;226;114;biahoi_zhou;x
1263;228;226;214;xangjun_di_si;x
1264;28;226;214;liu;x
1265;197;60;227;lake_hue;x
1266;197;65;227;lake_tian;x
1267;197;70;227;lake_yulong;x
1268;111;164;174;mountains_of_heaven;x
1269;111;164;200;mountains_of_the_morning_sun;x
1270;100;164;200;top_of_the_world;x
1271;160;164;200;shemes_peak;x
1272;160;114;200;fay_mountains;x
1273;160;114;100;northern_edge_of_heaven;x
1274;160;114;21;horrov_mountains;x
1275;160;125;21;mountain_of_white_splendour;x
1276;11;125;21;jade_mountain;x
1277;11;244;21;scorched_mountains;x
1278;244;244;21;tain_mountains;x
1279;244;244;166;depa_coda;x
1280;65;244;166;cunshai;x
1281;133;244;166;frost_mountains;x
1282;133;244;45;mesei_mountains;x
1283;1;244;45;white_peaks;x
1284;1;24;45;sha_atail;x
1285;1;24;123;tengri_shan;x
1286;1;24;222;black_moutains;x
1287;157;103;166;Yinyue_Feng;x

1288;58;34;112;lake_patala;x
1289;23;6;61;northern_qang;x
1290;123;6;61;southern_qang;x
1291;123;106;61;gondana;x
1292;123;106;161;mountains_of_rain;x
1293;61;15;65;southern_qareli;x
1294;161;15;65;coastal_mountains;x

1295;26;26;21;Varunapuri;x
1296;126;26;21;Chandralok;x
1297;126;126;21;Agniyana;x
1298;126;126;121;Suryaastra;x
1299;226;126;121;Nagareshvara;x

1300;56;154;97;Pavanadweep;x
1301;156;154;97;Bhumiya;x
1302;156;254;97;Jaladhara;x
1303;156;254;197;Tamrapatra;x
1304;255;254;197;Dhruvagarh;x

1305;67;13;27;Vidyadhara;x
1306;167;13;27;Shivakashi;x
1307;167;113;27;Kanchanpura;x
1308;167;113;127;Rudrapada;x
1309;167;213;127;Amaravati;x

1310;89;74;34;Sundaravan;x
1311;189;74;34;Patala;x
1312;189;174;34;Mahadevpura;x
1313;189;174;134;Kalidweep;x
1314;189;174;234;Indravilas;x

1315;22;87;55;Bhagirathapur;x
1316;122;87;55;Vajrashakti;x
1317;122;187;55;Rasatal;x
1318;122;187;155;Manikarnika;x
1319;222;187;155;Gandharvagarh;x

1320;55;99;37;patala;x
1321;155;99;37;patala;x
1322;155;199;37;patala;x
1323;155;199;137;patala;x
1324;155;199;237;patala;x

1325;12;58;99;patala;x
1326;112;58;99;patala;x
1327;112;158;99;patala;x
1328;112;158;199;patala;x
1329;212;158;199;patala;x

1330;55;74;44;patala;x
1331;155;74;44;patala;x
1332;155;174;44;patala;x
1333;155;174;144;patala;x
1334;155;174;244;patala;x

1335;77;77;64;patala;x
1336;177;77;64;patala;x
1337;177;177;64;patala;x
1338;177;177;164;patala;x
1339;77;177;164;patala;x

1340;12;36;34;patala;x
1341;112;36;34;patala;x
1342;112;136;34;patala;x
1343;112;136;134;patala;x
1344;112;136;234;patala;x

1345;65;71;26;patala;x
1346;165;71;26;patala;x
1347;165;171;26;patala;x
1348;165;171;126;patala;x
1349;165;171;226;patala;x

1350;88;99;74;patala;x
1351;188;99;74;patala;x
1352;188;199;74;patala;x
1353;188;199;174;patala;x

1354;44;56;14;patala;x
1355;144;56;14;patala;x
1356;144;156;14;patala;x
1357;144;156;114;patala;x
1358;244;156;114;patala;x

1359;18;22;81;patala;x
1360;118;22;81;patala;x
1361;118;122;81;patala;x
1362;118;122;181;patala;x
1363;118;222;181;patala;x

1364;54;34;67;patala;x
1365;154;34;67;patala;x
1366;154;134;67;patala;x
1367;154;134;167;patala;x
1368;154;234;167;patala;x

1368;64;69;45;patala;x
1369;164;69;45;patala;x
1370;164;169;45;patala;x
1371;164;169;145;patala;x
1372;164;169;245;patala;x

1373;22;25;71;patala;x
1374;122;25;71;patala;x
1375;122;125;71;patala;x
1376;122;125;171;patala;x
1377;222;125;171;patala;x

1377;93;46;121;patala;x
1378;193;46;121;patala;x
1379;193;146;121;patala;x
1380;193;146;221;patala;x
1381;193;246;221;patala;x

1382;70;102;58;patala;x
1383;170;102;58;patala;x
1384;170;102;158;patala;x
1385;170;202;158;patala;x
1386;170;202;58;patala;x
